,feature,type
4104,用力按,-2
4105,闷着,-2
4106,走散的人,-2
4107,最恨,-2
4108,无争论之馀地的,-2
4109,阴森,-2
4110,实利,-2
4111,不知羞耻,-2
4112,吸毒,-2
4113,吝啬,-2
4114,变得模糊,-2
4115,殷勤,-2
4116,狭小,-2
4117,限止,-2
4118,拷问的,-2
4119,费心,-2
4120,堪虑,-2
4121,蹒跚,-2
4122,劣学生,-2
4123,无事自扰,-2
4124,嫉羡,-2
4125,使疾走,-2
4126,被撕破,-2
4127,孤独的,-2
4128,刺眼的强光,-2
4129,违反的,-2
4130,慵懒,-2
4131,恶根,-2
4132,要吐,-2
4133,脱口说出,-2
4134,负数,-2
4135,随便的,-2
4136,孤立的,-2
4137,喊叫,-2
4138,要求,-2
4139,较量,-2
4140,少惹,-2
4141,未被,-2
4142,有危险,-2
4143,破机八,-2
4144,虚假的,-2
4145,使不平,-2
4146,未见过的,-2
4147,乞讨,-2
4148,使分心,-2
4149,恶毒,-2
4150,不经济,-2
4151,蠢毙,-2
4152,无依,-2
4153,烂家伙,-2
4154,木棍,-2
4155,未被通知,-2
4156,分裂,-2
4157,醉醺醺,-2
4158,不易的,-2
4159,愤而,-2
4160,抓来打一打,-2
4161,吓了一跳,-2
4162,凶狠的,-2
4163,利益输送,-2
4164,易怒的,-2
4165,斑驳的,-2
4166,大吼,-2
4167,不为人喜的,-2
4168,被俘,-2
4169,困乏,-2
4170,大言不惭,-2
4171,失盲,-2
4172,怨命,-2
4173,猛夺,-2
4174,畸形,-2
4175,压坏,-2
4176,呕吐,-2
4177,辣的,-2
4178,胡思乱想的,-2
4179,无趣味,-2
4180,一个屁,-2
4181,人穷志短,-2
4182,耗费,-2
4183,郁郁,-2
4184,低级的,-2
4185,烦闷,-2
4186,异乎,-2
4187,造谣中伤,-2
4188,下流,-2
4189,混战场,-2
4190,无关重要的,-2
4191,诱惑力,-2
4192,毫无,-2
4193,外伤,-2
4194,碰运气的,-2
4195,污蔑,-2
4196,琐细,-2
4197,没受教育,-2
4198,可怕的事,-2
4199,弃义,-2
4200,甩不甩,-2
4201,占用,-2
4202,不参加,-2
4203,嘲弄,-2
4204,失掉,-2
4205,扯懒蛋,-2
4206,无人,-2
4207,没事做,-2
4208,勉强的,-2
4209,误用,-2
4210,无助的,-2
4211,力尽,-2
4212,拳头,-2
4213,不友善地,-2
4214,白吃,-2
4215,徘徊,-2
4216,欠骂,-2
4217,愚蠢的,-2
4218,被泼水弄湿的,-2
4219,本末倒置,-2
4220,笨拙的处理,-2
4221,否认,-2
4222,急走,-2
4223,姑息,-2
4224,狡猾,-2
4225,干恁老老鸡掰,-2
4226,哭泣,-2
4227,失眠,-2
4228,臭娘们,-2
4229,干瞧,-2
4230,不快乐,-2
4231,气绝身亡,-2
4232,结结巴巴地说话,-2
4233,疝气,-2
4234,进行恐吓,-2
4235,无资格,-2
4236,逞威风,-2
4237,枯竭,-2
4238,使糊涂,-2
4239,易坏的,-2
4240,动武,-2
4241,尖刻的,-2
4242,软弱的,-2
4243,使延期,-2
4244,易损坏,-2
4245,搞关系,-2
4246,反复告诉,-2
4247,不充足,-2
4248,夭折,-2
4249,狗眼,-2
4250,伤残,-2
4251,色欲,-2
4252,变空,-2
4253,空洞,-2
4254,自任不凡的,-2
4255,死要面子,-2
4256,使孤立,-2
4257,苦脸,-2
4258,乱七八糟,-2
4259,丧失的,-2
4260,围城,-2
4261,使临险境,-2
4262,挖苦,-2
4263,肥肉,-2
4264,焦痕,-2
4265,凭什麽,-2
4266,规避,-2
4267,发出砰声,-2
4268,输家,-2
4269,无礼的人,-2
4270,收买,-2
4271,毛躁,-2
4272,使烦躁,-2
4273,说含沙射影,-2
4274,受害的,-2
4275,吵到,-2
4276,肥胖,-2
4277,吃惊,-2
4278,乱哄哄,-2
4279,赤裸裸,-2
4280,皱眉表示,-2
4281,失礼,-2
4282,经不起,-2
4283,走开啦,-2
4284,败家,-2
4285,充满危险,-2
4286,追踪,-2
4287,猛地,-2
4288,恶魔般的,-2
4289,罚款,-2
4290,勒赎,-2
4291,可鄙的,-2
4292,反目,-2
4293,争斗,-2
4294,内疚,-2
4295,不平坦,-2
4296,颓丧,-2
4297,听不清,-2
4298,劝告,-2
4299,痛苦的,-2
4300,琐细的,-2
4301,心虚,-2
4302,未解决的,-2
4303,雾朦胧,-2
4304,费力,-2
4305,酸的东西,-2
4306,不平均,-2
4307,惋惜,-2
4308,毒蛇一样,-2
4309,未下定义,-2
4310,失神,-2
4311,不和谐,-2
4312,坐卧不安,-2
4313,失事,-2
4314,使中断,-2
4315,缺少的东西,-2
4316,犯罪,-2
4317,白痴般,-2
4318,围困,-2
4319,生疏的,-2
4320,适於屠宰,-2
4321,受难者,-2
4322,暗示,-2
4323,惴惴不安的,-2
4324,不安宁,-2
4325,使爆炸,-2
4326,不经意说出,-2
4327,发出砰然声,-2
4328,不安定,-2
4329,处罚,-2
4330,扭打,-2
4331,断然拒绝,-2
4332,处置,-2
4333,摸不清,-2
4334,烟雾弥漫的,-2
4335,使紧张,-2
4336,混杂的,-2
4337,打人,-2
4338,使挨饿,-2
4339,失去能力,-2
4340,害臊,-2
4341,引颈企盼,-2
4342,坏人,-2
4343,无意义的事,-2
4344,沈重地走,-2
4345,打高空,-2
4346,不可预测,-2
4347,失业的,-2
4348,冒充的,-2
4349,坏事,-2
4350,不道德,-2
4351,用碎纸机撕毁,-2
4352,找谁干啊,-2
4353,颓废期,-2
4354,耸人听闻,-2
4355,眼花缭乱的,-2
4356,使人厌烦的,-2
4357,驶你母,-2
4358,杂碎,-2
4359,搞公关,-2
4360,科以,-2
4361,记仇,-2
4362,藉口,-2
4363,感到可怜,-2
4364,忘恩,-2
4365,不能矫正的,-2
4366,拳打脚踢,-2
4367,尽力睁大,-2
4368,危险期,-2
4369,未达到,-2
4370,笨的,-2
4371,好争论,-2
4372,犹豫的,-2
4373,不合标准的,-2
4374,毒气影响,-2
4375,腐蚀剂,-2
4376,使错综,-2
4377,冲突,-2
4378,乏味的,-2
4379,空想,-2
4380,花痴,-2
4381,因魂不散,-2
4382,安慰安慰,-2
4383,羞怯怯,-2
4384,病根,-2
4385,得罪人,-2
4386,牢骚,-2
4387,与扭打,-2
4388,大声,-2
4389,放一个屁,-2
4390,极不,-2
4391,低落,-2
4392,狂怒的人,-2
4393,旷课者,-2
4394,无关重要,-2
4395,不可一世,-2
4396,发软,-2
4397,不吉利的,-2
4398,使朦胧,-2
4399,恶果,-2
4400,诡计多端,-2
4401,逼缴,-2
4402,怠惰地,-2
4403,袖手旁观,-2
4404,不起眼,-2
4405,表示谢绝的短柬,-2
4406,唠唠叨叨,-2
4407,鞭子,-2
4408,气愤填膺,-2
4409,给我注意一点,-2
4410,怪异的东西,-2
4411,难控制,-2
4412,自命为,-2
4413,不正常,-2
4414,破败,-2
4415,气馁,-2
4416,气急败坏,-2
4417,废物,-2
4418,狂热的,-2
4419,喋喋不休,-2
4420,停业清理,-2
4421,说谎,-2
4422,丢失,-2
4423,说鸟话,-2
4424,背离,-2
4425,羞耻的,-2
4426,茫然,-2
4427,表面粗糙的,-2
4428,工作过度,-2
4429,辛辣的,-2
4430,传染性,-2
4431,弄跛,-2
4432,无帮助,-2
4433,被遗弃的,-2
4434,对不起,-2
4435,失策,-2
4436,阴暗,-2
4437,粉屌,-2
4438,禁止的,-2
4439,拒给,-2
4440,反覆无常,-2
4441,病的,-2
4442,抹黑,-2
4443,变皱,-2
4444,奇怪,-2
4445,失笑,-2
4446,征服,-2
4447,有差异的,-2
4448,傲慢的,-2
4449,料想不到的,-2
4450,拖着脚走,-2
4451,愠怒,-2
4452,无聊,-2
4453,变相,-2
4454,昂贵地,-2
4455,叛国者,-2
4456,世故,-2
4457,大失,-2
4458,打仗,-2
4459,大夸,-2
4460,猛吃,-2
4461,阻止,-2
4462,悲观主义的,-2
4463,无秩序,-2
4464,飞溅,-2
4465,用滥,-2
4466,精疲力竭,-2
4467,现实的,-2
4468,罪名,-2
4469,愚笨的,-2
4470,不卫生,-2
4471,出糗,-2
4472,隐秘的,-2
4473,滥老师,-2
4474,追赶,-2
4475,奸诈的,-2
4476,无爱情的,-2
4477,他马的,-2
4478,砍落,-2
4479,伤害的,-2
4480,不正当,-2
4481,使恶心,-2
4482,磨损,-2
4483,窒息而死,-2
4484,成见,-2
4485,成碎片,-2
4486,煞风景的,-2
4487,陈旧的,-2
4488,严寒,-2
4489,麻烦的,-2
4490,未发觉的,-2
4491,抑止,-2
4492,恐惧,-2
4493,污迹,-2
4494,经受不起,-2
4495,多疑的,-2
4496,打压,-2
4497,难办,-2
4498,不能想像的,-2
4499,暗淡的,-2
4500,搞违建,-2
4501,矛盾,-2
4502,不习惯的,-2
4503,噘着嘴说,-2
4504,大惊小怪,-2
4505,没有观察到,-2
4506,原子尘,-2
4507,渺茫,-2
4508,超自然的,-2
4509,操你,-2
4510,心不甘情不愿,-2
4511,咒死,-2
4512,奸伪,-2
4513,感到不适,-2
4514,倒闭,-2
4515,搞小动作,-2
4516,黑道,-2
4517,恣意,-2
4518,吵嘴,-2
4519,沈迷,-2
4520,令人不满意,-2
4521,吃同类,-2
4522,未确定的,-2
4523,夸耀的,-2
4524,神经错乱,-2
4525,无智的,-2
4526,摆脱了的,-2
4527,夸示,-2
4528,长期折磨,-2
4529,败德,-2
4530,使失明,-2
4531,老马,-2
4532,不会的,-2
4533,无聊人做无聊事,-2
4534,度烂,-2
4535,作孽,-2
4536,不适当的,-2
4537,不活泼的,-2
4538,老气横秋,-2
4539,头晕,-2
4540,暴发,-2
4541,糟透,-2
4542,屌什麽,-2
4543,未加抑制,-2
4544,长痔疮,-2
4545,伤悲,-2
4546,用带捆住,-2
4547,反驳的,-2
4548,恐怖,-2
4549,不厚道,-2
4550,恶意,-2
4551,难耐的,-2
4552,大屠杀,-2
4553,厌倦,-2
4554,玩忽行为,-2
4555,不适时的,-2
4556,婊子,-2
4557,不喜欢,-2
4558,刻薄的,-2
4559,有仇,-2
4560,不忠实的,-2
4561,塞人,-2
4562,凶兆,-2
4563,感觉不到,-2
4564,不顺眼,-2
4565,斩首,-2
4566,以牙还牙,-2
4567,口角,-2
4568,蛮干,-2
4569,骚乱,-2
4570,令人悲痛的,-2
4571,否决权,-2
4572,伤元气,-2
4573,机买,-2
4574,球触网重发,-2
4575,擅自,-2
4576,摆脱的,-2
4577,难受,-2
4578,伤感,-2
4579,阴惨,-2
4580,追诉,-2
4581,暴力,-2
4582,僵直的,-2
4583,离间,-2
4584,非难的理由,-2
4585,阴险的,-2
4586,奸诈,-2
4587,玩笑,-2
4588,偷偷摸摸的勾当,-2
4589,辛辣,-2
4590,感到後悔,-2
4591,心神不安的,-2
4592,耗费的,-2
4593,挑衅,-2
4594,暴动,-2
4595,使失望,-2
4596,恐慌,-2
4597,使无资格,-2
4598,恶性,-2
4599,上瘾,-2
4600,野性,-2
4601,你是怎样啊,-2
4602,迷途地,-2
4603,自任不凡,-2
4604,死赖,-2
4605,没有防备的,-2
4606,暗地里破坏,-2
4607,粗劣的,-2
4608,扭曲,-2
4609,遗憾,-2
4610,费力地做,-2
4611,心力交疲,-2
4612,愤世嫉俗的,-2
4613,搞政治,-2
4614,狰狞,-2
4615,军阀,-2
4616,使破裂,-2
4617,猛冲,-2
4618,疲劳,-2
4619,阻滞,-2
4620,害虫,-2
4621,畸形人,-2
4622,没得,-2
4623,无感觉,-2
4624,抽噎地哭,-2
4625,包围,-2
4626,雪特,-2
4627,浮躁,-2
4628,不情愿的,-2
4629,劣等,-2
4630,差强人意的,-2
4631,不受感动的,-2
4632,疯癫,-2
4633,想呕吐的,-2
4634,不谨慎,-2
4635,心眼坏,-2
4636,猛击,-2
4637,冷笑,-2
4638,不知不觉的,-2
4639,诽谤者,-2
4640,什麽态度,-2
4641,不确定的,-2
4642,匪类,-2
4643,贱招,-2
4644,埋怨,-2
4645,扭斗,-2
4646,地震,-2
4647,极残忍,-2
4648,使不安,-2
4649,没意思,-2
4650,不合适地代表,-2
4651,金玉其外败絮其中,-2
4652,不重要的,-2
4653,垂头丧气,-2
4654,使腐烂,-2
4655,虚假,-2
4656,加负担於,-2
4657,平庸,-2
4658,失去知觉的,-2
4659,使变得不愉快,-2
4660,两难,-2
4661,临死,-2
4662,屁啦,-2
4663,粗鲁无礼,-2
4664,使倾侧,-2
4665,中邪,-2
4666,使厌倦,-2
4667,失约,-2
4668,弄乱,-2
4669,使成残废,-2
4670,恶意的,-2
4671,渗透活动,-2
4672,令人愤慨的,-2
4673,辞呈,-2
4674,较坏者,-2
4675,无耻的,-2
4676,心生畏惧,-2
4677,陷於,-2
4678,仿造,-2
4679,闹事,-2
4680,未解决,-2
4681,颠倒黑白,-2
4682,愧疚,-2
4683,目光短浅的,-2
4684,挥猛烈冲打,-2
4685,争执,-2
4686,大哭,-2
4687,恶报,-2
4688,没完没了,-2
4689,损耗,-2
4690,忘不了,-2
4691,关他屁事,-2
4692,使忧郁,-2
4693,无可奈何状态,-2
4694,悲观主义,-2
4695,破裂,-2
4696,禁锢,-2
4697,地雷,-2
4698,阴暗的,-2
4699,短路,-2
4700,该死的,-2
4701,不甘心,-2
4702,无法预料,-2
4703,发展迟缓,-2
4704,顽固地,-2
4705,打入地狱的,-2
4706,煽动者,-2
4707,疑问,-2
4708,发誓,-2
4709,挤过,-2
4710,禁闭,-2
4711,威慑的,-2
4712,情节剧似,-2
4713,装模做样,-2
4714,猥亵的,-2
4715,自由心证,-2
4716,厌恶,-2
4717,私生的,-2
4718,干！,-2
4719,不礼貌,-2
4720,未被通知的,-2
4721,喷溅,-2
4722,使昏乱,-2
4723,使受人轻视,-2
4724,使失效,-2
4725,不识字,-2
4726,倾销商品,-2
4727,无生命的,-2
4728,降级,-2
4729,滞缓,-2
4730,目中无人的,-2
4731,不信实,-2
4732,无利益,-2
4733,敲诈,-2
4734,巨澜,-2
4735,装肖唯,-2
4736,被浮渣覆盖,-2
4737,死德性,-2
4738,伪人,-2
4739,骗局,-2
4740,好自为之,-2
4741,逐出教会,-2
4742,漂泊,-2
4743,宰杀,-2
4744,限度,-2
4745,独断,-2
4746,丢掉,-2
4747,摸弄,-2
4748,使变黑,-2
4749,受骗者,-2
4750,被擦模糊,-2
4751,刮走,-2
4752,擦伤,-2
4753,哄诱,-2
4754,退避,-2
4755,抗辩的,-2
4756,闪边,-2
4757,邋遢女人,-2
4758,多阴雨的,-2
4759,发狂的,-2
4760,不长,-2
4761,喷出,-2
4762,无礼,-2
4763,烂车,-2
4764,屌儿啷当,-2
4765,哎呀,-2
4766,紧迫地,-2
4767,贫乏的,-2
4768,敢死你,-2
4769,使枯萎,-2
4770,消瘦,-2
4771,骄傲的,-2
4772,草率从事,-2
4773,卷入,-2
4774,派系,-2
4775,严惩,-2
4776,虚荣心,-2
4777,吝惜,-2
4778,惊骇的,-2
4779,告密者,-2
4780,厚颜,-2
4781,逞威,-2
4782,卑贱,-2
4783,生硬,-2
4784,装窃听器,-2
4785,闹得不可开交,-2
4786,使失宠,-2
4787,功利的,-2
4788,避讳,-2
4789,取笑,-2
4790,陷害,-2
4791,不快之感,-2
4792,不能信赖,-2
4793,乏人问津,-2
4794,吵死,-2
4795,愁苦,-2
4796,责骂,-2
4797,不厚道的,-2
4798,击退,-2
4799,跩屁,-2
4800,被扯破,-2
4801,迟钝的,-2
4802,乾咳,-2
4803,跩什麽,-2
4804,没想,-2
4805,耍起狠,-2
4806,紧迫,-2
4807,裂隙,-2
4808,漂泊的,-2
4809,不名誉的,-2
4810,瓜田李下,-2
4811,毁灭,-2
4812,渗透物,-2
4813,刻薄,-2
4814,发出嘈杂的声音,-2
4815,缺乏感情或兴趣,-2
4816,卑贱的,-2
4817,吓人的,-2
4818,窖藏,-2
4819,笨拙地说出,-2
4820,拖沓,-2
4821,胡乱地涂,-2
4822,伤痛欲绝,-2
4823,不友好的,-2
4824,交恶运,-2
4825,奚落,-2
4826,土匪,-2
4827,使分离,-2
4828,神经紧张的,-2
4829,母夜叉,-2
4830,不置可否,-2
4831,喜夸耀,-2
4832,给我注意点,-2
4833,嘲弄的物件,-2
4834,无子可动,-2
4835,举止失礼,-2
4836,使挫折,-2
4837,吼道,-2
4838,鲁莽的,-2
4839,砰击声,-2
4840,不协调,-2
4841,大悲,-2
4842,弥漫,-2
4843,持续的叫喊,-2
4844,哭妈,-2
4845,微暗的,-2
4846,逼问,-2
4847,哭妖,-2
4848,下陷,-2
4849,够了,-2
4850,易碎的,-2
4851,恶心,-2
4852,谋略,-2
4853,野心,-2
4854,下降,-2
4855,窒息状态,-2
4856,快活,-2
4857,撒尿,-2
4858,怪诞的图样,-2
4859,困窘,-2
4860,卑鄙地,-2
4861,寒颤,-2
4862,讳言,-2
4863,眼泪,-2
4864,透露,-2
4865,脱离联邦,-2
4866,杀人的,-2
4867,死老太婆,-2
4868,与矛盾,-2
4869,倒不如,-2
4870,泼妇,-2
4871,良心不安,-2
4872,大惊,-2
4873,求情,-2
4874,丧失亲人,-2
4875,偷偷地做,-2
4876,亏死,-2
4877,惹到,-2
4878,应负责的,-2
4879,大怒,-2
4880,哭夭,-2
4881,难民,-2
4882,不可信的,-2
4883,心地不好的,-2
4884,多风暴,-2
4885,侵略,-2
4886,弄皱,-2
4887,蛀蚀,-2
4888,不在意,-2
4889,愤愤不平,-2
4890,怒气冲冲,-2
4891,渣滓,-2
4892,有罪的,-2
4893,极苦闷,-2
4894,割下,-2
4895,烂货,-2
4896,不懂事的,-2
4897,中伤者,-2
4898,恐布,-2
4899,易生气的,-2
4900,狗嘴,-2
4901,无策,-2
4902,吵闹的,-2
4903,陌生,-2
4904,使变暗,-2
4905,使折断,-2
4906,满得溢出,-2
4907,蛊惑,-2
4908,使便宜,-2
4909,长期争斗,-2
4910,刺激物,-2
4911,交战国的,-2
4912,贱役,-2
4913,卖假毒品给人,-2
4914,犯罪者,-2
4915,压倒性的,-2
4916,狼狈,-2
4917,宣告放弃,-2
4918,遗弃,-2
4919,易烦恼,-2
4920,令人怀疑,-2
4921,空腹,-2
4922,恶臭的,-2
4923,压抑,-2
4924,拍打,-2
4925,积聚钱财,-2
4926,笨手笨脚,-2
4927,前後颠倒的,-2
4928,鞭打,-2
4929,变丑,-2
4930,反对的,-2
4931,不发达,-2
4932,不能征服,-2
4933,伤心,-2
4934,宁可,-2
4935,惊险,-2
4936,吝啬的,-2
4937,大意,-2
4938,难以明了,-2
4939,气哼哼,-2
4940,无政府主义者,-2
4941,设圈套,-2
4942,恶名昭张,-2
4943,被掩饰,-2
4944,没大没小,-2
4945,反动主义,-2
4946,爱莫能助,-2
4947,敲诈者,-2
4948,使污浊,-2
4949,失去母兽,-2
4950,大声的要求,-2
4951,蹒跚地走,-2
4952,没手,-2
4953,割伤,-2
4954,被抑制状态,-2
4955,隐讳,-2
4956,吃屎,-2
4957,荒谬的,-2
4958,麻烦事,-2
4959,醉汉,-2
4960,卑劣,-2
4961,关我辟事,-2
4962,将交保释放,-2
4963,准备参加战斗,-2
4964,碾碎,-2
4965,死气沈沈,-2
4966,不能想像,-2
4967,造谣,-2
4968,匮乏,-2
4969,招供,-2
4970,惊醒,-2
4971,排除,-2
4972,仇佛蔑僧,-2
4973,白日梦,-2
4974,责备话,-2
4975,粗心的,-2
4976,宿命论,-2
4977,躲藏,-2
4978,强迫徵兵,-2
4979,离我远一点,-2
4980,胡言,-2
4981,狂乱的,-2
4982,蠢妇,-2
4983,轻蔑地笑,-2
4984,偿付,-2
4985,围殴,-2
4986,神经紧张,-2
4987,背叛,-2
4988,刀割,-2
4989,异乎寻常的,-2
4990,不体面的,-2
4991,准备参加战斗的,-2
4992,不妥当,-2
4993,次级,-2
4994,没收,-2
4995,抱歉,-2
4996,背叛的,-2
4997,使失常,-2
4998,不能医治,-2
4999,负的,-2
5000,游击队,-2
5001,鸟态度,-2
5002,不配,-2
5003,使陷危,-2
5004,惹毛,-2
5005,有瑕疵的,-2
5006,不经心,-2
5007,不关紧要之事,-2
5008,打屁股,-2
5009,私心,-2
5010,颓废期的,-2
5011,使狼狈,-2
5012,猛烈的,-2
5013,使局限於狭小空间,-2
5014,蚀坏,-2
5015,价值不高,-2
5016,死了算了,-2
5017,伪造品,-2
5018,无远见的,-2
5019,卑鄙的人,-2
5020,发昏,-2
5021,马的咧,-2
5022,没效,-2
5023,锥心,-2
5024,没救,-2
5025,心烦意乱,-2
5026,头壳坏去,-2
5027,游街,-2
5028,怪异,-2
5029,耍狠,-2
5030,责怪,-2
5031,共谋,-2
5032,游荡的,-2
5033,使窒息,-2
5034,骂粗话,-2
5035,搞政变,-2
5036,不要脸,-2
5037,唉声叹气,-2
5038,庸俗的,-2
5039,可作两种解释,-2
5040,专横的,-2
5041,诱惑,-2
5042,抑制,-2
5043,未获,-2
5044,搞统一,-2
5045,仇视,-2
5046,不择手段,-2
5047,无怜悯心,-2
5048,极恶的,-2
5049,占着毛坑不拉屎,-2
5050,限定,-2
5051,闯入,-2
5052,摆脱了,-2
5053,胡乱对付,-2
5054,侵犯,-2
5055,遗失,-2
5056,不关心,-2
5057,惊险动作,-2
5058,以呻吟声说出,-2
5059,筋疲力尽的,-2
5060,胡说,-2
5061,喧闹声,-2
5062,憔悴的,-2
5063,赶这样说,-2
5064,阴险人,-2
5065,胡诌,-2
5066,震颤,-2
5067,不适应环境的,-2
5068,胡话,-2
5069,病弱的,-2
5070,减小,-2
5071,自任,-2
5072,嫌疑,-2
5073,嫉俗,-2
5074,可容忍,-2
5075,没道理,-2
5076,粗话,-2
5077,不大可能之事,-2
5078,保守,-2
5079,隐蔽处,-2
5080,存有偏见,-2
5081,逞强,-2
5082,不适,-2
5083,不逊,-2
5084,破布条,-2
5085,犯过错,-2
5086,滑稽,-2
5087,刻苦,-2
5088,无法预料的,-2
5089,有病,-2
5090,拖欠,-2
5091,烟雾,-2
5092,引起疼痛,-2
5093,倾销,-2
5094,有缺陷的,-2
5095,使局促不安,-2
5096,丑恶的,-2
5097,作祟,-2
5098,鬼鬼祟祟,-2
5099,悲痛,-2
5100,还不够乱吗,-2
5101,难信的,-2
5102,没把握,-2
5103,失业者的,-2
5104,厄运,-2
5105,不可理喻,-2
5106,绷着,-2
5107,减少,-2
5108,停顿,-2
5109,认输,-2
5110,燃烧,-2
5111,违抗命令,-2
5112,假的,-2
5113,被损坏,-2
5114,不明不白,-2
5115,血腥的,-2
5116,混沌,-2
5117,奸男女,-2
5118,被玩弄的人,-2
5119,真是蠢,-2
5120,使陷入,-2
5121,艰巨,-2
5122,诱捕,-2
5123,偷偷地吃,-2
5124,作秀,-2
5125,用尖锐,-2
5126,变得有缺陷,-2
5127,蹩脚,-2
5128,妄动的,-2
5129,不合适的,-2
5130,冒昧的,-2
5131,多刺,-2
5132,消灭,-2
5133,酒醉,-2
5134,变得无耻,-2
5135,神经质,-2
5136,求救,-2
5137,靠不住的,-2
5138,求教,-2
5139,谁死谁亡,-2
5140,使钝,-2
5141,难驾驭的,-2
5142,噱头,-2
5143,无效果,-2
5144,白搞,-2
5145,一文不值,-2
5146,自作主张,-2
5147,诱拐,-2
5148,脸上发红,-2
5149,饥饿的,-2
5150,使难办,-2
5151,处於不利地位,-2
5152,骗子,-2
5153,不真实的,-2
5154,易被瞒,-2
5155,承受,-2
5156,混浊,-2
5157,尖锐的,-2
5158,无生命,-2
5159,卖弄,-2
5160,摔倒,-2
5161,要饭的,-2
5162,恫吓,-2
5163,用力击,-2
5164,反托拉斯的,-2
5165,一蹶不振,-2
5166,死脑筋,-2
5167,研碎,-2
5168,好挖苦人,-2
5169,无准备,-2
5170,动不动就发脾气,-2
5171,惭不惭愧,-2
5172,使困窘,-2
5173,衰竭,-2
5174,现出愁容,-2
5175,逃掉,-2
5176,死不瞑目,-2
5177,命令,-2
5178,鼓动,-2
5179,极度渴望,-2
5180,假毒品,-2
5181,爆破,-2
5182,无魅力的,-2
5183,降祸,-2
5184,混淆,-2
5185,心软,-2
5186,进攻,-2
5187,炸毁,-2
5188,掺杂,-2
5189,失控地,-2
5190,打烂,-2
5191,与打仗,-2
5192,指摘,-2
5193,不舒服,-2
5194,不舒适的,-2
5195,鲁莽行为,-2
5196,贱命,-2
5197,失去勇气,-2
5198,脆弱的,-2
5199,断念,-2
5200,使人厌恶,-2
5201,遮暗,-2
5202,放射,-2
5203,含恨在心,-2
5204,混战,-2
5205,户斥,-2
5206,压榨,-2
5207,使休克,-2
5208,没有自信,-2
5209,连屁都不如,-2
5210,吠尽,-2
5211,颠覆,-2
5212,自夸说,-2
5213,好斗的,-2
5214,异常,-2
5215,不能医治的,-2
5216,腐蚀性,-2
5217,丧失公权者,-2
5218,赤字,-2
5219,催吐剂,-2
5220,焦燥,-2
5221,无形,-2
5222,阴谋者,-2
5223,搞妇运,-2
5224,饿死光,-2
5225,冲击,-2
5226,流逝,-2
5227,破裂处,-2
5228,大量杀戮,-2
5229,阻塞,-2
5230,不小心的,-2
5231,哑的,-2
5232,卖弄风骚的人,-2
5233,临死的痛苦,-2
5234,伪君子,-2
5235,水性杨花,-2
5236,断开,-2
5237,疾走,-2
5238,窒息的,-2
5239,曲折,-2
5240,弄糟,-2
5241,恐吓,-2
5242,对立者,-2
5243,奢华,-2
5244,说谎者,-2
5245,惨案,-2
5246,碰壁,-2
5247,犯人,-2
5248,假装的,-2
5249,使道德败坏,-2
5250,使跛行,-2
5251,宿命,-2
5252,品行不端,-2
5253,不规则的,-2
5254,使失去,-2
5255,恨得牙痒痒,-2
5256,卑微,-2
5257,罪孽深重,-2
5258,出乎,-2
5259,阵痛,-2
5260,孤单的,-2
5261,刮落,-2
5262,无秩序的,-2
5263,不可信的事物,-2
5264,缺乏自信,-2
5265,幻想,-2
5266,用尽,-2
5267,死爱滋,-2
5268,不履行,-2
5269,婉拒,-2
5270,做秀,-2
5271,最屌,-2
5272,被害者,-2
5273,使无法动棋子,-2
5274,海洛因,-2
5275,挫折,-2
5276,走失动物认领栏,-2
5277,无依无靠,-2
5278,蛮横,-2
5279,暗中来回寻觅,-2
5280,使复杂化,-2
5281,争吵,-2
5282,阴谋,-2
5283,喧嚷的,-2
5284,成问题的,-2
5285,威慑力量,-2
5286,钻牛角尖,-2
5287,刺痛的,-2
5288,气死ㄌ,-2
5289,生活艰苦的,-2
5290,有资格,-2
5291,责骂不休,-2
5292,不法行为,-2
5293,使凹陷,-2
5294,打一打,-2
5295,赘词,-2
5296,迷路,-2
5297,陷危,-2
5298,无重要性的,-2
5299,污辱,-2
5300,叫苦,-2
5301,恶名,-2
5302,无依无靠的,-2
5303,缺乏兴趣的,-2
5304,恐怖病,-2
5305,恐怖症,-2
5306,功亏一篑,-2
5307,脚步沈重地行走,-2
5308,奇怪的,-2
5309,情急拼命,-2
5310,暧昧,-2
5311,篡改,-2
5312,粗心大意,-2
5313,躲避责任者,-2
5314,暴政,-2
5315,会蔓延的,-2
5316,无深虑的,-2
5317,不能解决问题的,-2
5318,逼供,-2
5319,笑柄,-2
5320,啪的一声甩,-2
5321,慢性的,-2
5322,倒底要怎样,-2
5323,暴敌,-2
5324,失业人数,-2
5325,梗塞,-2
5326,私党,-2
5327,变态的,-2
5328,大块呆,-2
5329,脱离常规的人,-2
5330,警惕的,-2
5331,隐藏,-2
5332,真他ㄇㄉ,-2
5333,板脸,-2
5334,被俘的,-2
5335,隐蔽,-2
5336,垂头丧气的,-2
5337,粗心,-2
5338,对立的,-2
5339,猛攻,-2
5340,管我,-2
5341,苛刻的,-2
5342,横着,-2
5343,患得患失,-2
5344,冷嘲热讽,-2
5345,逼使,-2
5346,一肚子气,-2
5347,不平整,-2
5348,遭受风吹雨打的,-2
5349,凶暴,-2
5350,与竞争,-2
5351,残疾者,-2
5352,舔鸟蛋,-2
5353,围攻,-2
